sentence,target,idx
Mary always prefers lemons to limes.,0,1075
Mary always has preferred lemons to limes.,0,1076
The dog that the rat bit chased the cat.,0,1077
Jean never reads this newspaper.,0,1079
A gun which I had cleaned went off.,0,1081
I gave a gun which I had cleaned to my brother.,0,1082
I gave a gun to my brother which I had cleaned.,0,1083
He let the cats out which were whining.,0,1084
Who did Mary see walking toward the railroad station?,1,1087
Whom did Mary see walking toward the railroad station?,1,1088
Do you know the boy who Mary saw?,1,1089
Do you know the boy whom Mary saw?,1,1090
The government prescribes the height of the lettering on the covers of the reports.,0,1091
Who did he expect to show up who I was acquainted with?,1,1095
Whose book did you find?,1,1096
He will put the chair between some table and some sofa.,0,1097
I know who is mad at John.,0,1100
I know a boy mad at John.,0,1101
John is taller than Dill.,0,1102
John is taller than Bill is.,0,1103
I want to go.,0,1104
Shaving myself is difficult for me.,0,1105
The shock touched off the explosion.,0,1106
The shock touched the explosion off.,0,1107
I called almost all of the men from Boston up.,0,1108
I ran an old man down.,0,1110
He attributed the fire to a short circuit.,0,1113
He attributed to a short circuit the fire which.,0,1115
He threw the letter into the wastebasket.,0,1116
They dismissed the proposal as too costly.,0,1118
They dismissed as too costly the proposal for the State to build a sidewalk from Dartmouth to Smith.,0,1120
I found to be delicious some fruit which I picked up on the way home.,0,1121
I found delicious some fruit which I picked up on my way home.,0,1122
Did the fact that John showed up please you?,1,1125
I want the fact that Bill left to remain a secret.,0,1127
I want it to remain a secret that Bill left.,0,1128
What the thing which I ate cost almost broke me.,0,1130
What the thing cost which I ate almost broke me.,0,1131
I went out with a girl who it pleased that John showed up.,0,1133
I loaned a man who was watching the race my binoculars.,0,1134
She asked a man who was near the window whether it looked like rain.,0,1136
He figured it out.,0,1140
He figured Ann out.,0,1143
He figured something out.,0,1145
He figured the answer out.,0,1146
He figured out the answer.,0,1147
I sent him that.,0,1149
I sent him something.,0,1150
They gave the reports which he had brought with him to me.,0,1152
I insist on seeing all the student' through who started out the term in my class.,0,1157
Tom drives as that man does.,0,1162
Tom drives like that man.,0,1163
I know a man who Tom drives like.,0,1165
Tom drives the way that that man drives.,0,1166
Toms drives the way that that man does.,0,1167
John is taller than that man is.,0,1168
is taller than that man.,0,1169
John is as tall as that man.,0,1171
I know a man who John is as tall as.,0,1173
Mary has never kissed a man who is taller than John is.,0,1174
Mary has never kissed a man who is taller than John.,0,1175
Mary has never kissed a Man taller than John.,0,1176
Mary has never kissed as tall a man as John.,0,1179
The brave are not afraid to die.,0,1180
Drowning cats are hard to rescue.,0,1181
Drowning cats is against the law.,0,1182
I know a taller man than John.,0,1183
The shooting of the prisoners shocked me.,0,1184
"He told Peter that I know a taller man than John, but Peter didn't believe it.",0,1185
"I divulged when Bill promised to call me, but I did so reluctantly.",0,1186
"I'll talk to John on Friday about the report that the shooting of the prisoners shocked me, and to his wife on Saturday.",0,1187
I read a statement which was about that man.,0,1188
I read a statement about that man.,0,1189
The man who I read a statement about is sick.,0,1191
I read that Bill had seen me.,0,1192
Evidence that he was drunk will be presented.,0,1194
Evidence will be presented that he was drunk.,0,1195
That the defendant had been rude was stoutly denied by his lawyer.,0,1196
Bill told me something awful: that ice won't sink.,0,1197
This is a hat which I'm going to see to it that my wife buys.,0,1198
This is a hat which I'm going to see that my wife buys.,0,1199
Phineas knows a girl who is jealous of Maxime.,0,1200
Phineas knows a girl who is behind Maxime.,0,1201
Phineas knows a girl who is working with Maxime.,0,1202
I believed the claim that Otto was wearing this hat.,0,1209
I believed that Otto was wearing this hat.,0,1210
The hat which I believed that Otto was wearing is red.,0,1212
Rutherford understands himself.,0,1213
The man who ordered ice cream said the pudding would be tasty.,0,1215
The pudding which the man who ordered ice cream said would be tasty was a horror show.,0,1216
The man who ordered it said the pudding would be tasty.,0,1217
The sheriff denied that gangsters had bribed him.,0,1219
That gangsters had bribed him was denied by the sheriff.,0,1220
"The money which I have hopes that the company will squander amounts to $400,000.",0,1223
"The money which I will have a chance to squander amounts to $400,000.",0,1224
"The money which I will make a proposal for us to squander amounts to $400,000.",0,1225
"The money which I will make a proposal that we squander amounts to $400,000.",0,1226
I yawned.,0,1227
Sam progressed.,0,1228
Bill gave me $40.,0,1229
I took a snooze.,0,1230
Sam made progress.,0,1231
Bill made a gift to me of $40.,0,1232
Max gave the car a shove.,0,1233
I have a feeling that Arch will show up.,0,1234
Bob proved that this set is recursive.,0,1235
Bob proved this set is recursive.,0,1236
The proof that this set is recursive is difficult.,0,1237
I have hopes the company will squander the money.,0,1238
I have a feeling the company will squander the money.,0,1239
Dick's claim that semantics is generative is preposterous.,0,1241
We are discussing their claim that flying saucers are real.,0,1242
Myron is making the claim that dead is better than red.,0,1244
The man who was arrested by Officer Bob went mad.,0,1249
Jack is claiming that you won't need it.,0,1250
Jack is claiming you won't need it.,0,1251
You're going to hurt yourself one of these days.,0,1253
I spoke to Bill about himself.,0,1254
I know a man who hates me.,0,1256
I read him two statements about himself.,0,1258
I know two men who are behind me.,0,1260
I know two men behind me.,0,1261
You are too flip with people who are jealous of you.,0,1263
I screamed at some children who were watching me.,0,1264
I screamed at some children watching me.,0,1265
"Irma washed the dishes, and Sally dried, and Floyd idled.",0,1273
I went to the store and bought some whisky.,0,1274
I went to the store and Nike bought some whisky.,0,1275
Here's the whisky which I went to the store and bought.,0,1276
Here's the whisky which I went to the store and Mike bought.,0,1277
Tony has a Fiat and yearns for a tall nurse.,0,1278
I went to the store and have bought some excellent whisky.,0,1281
I went to the store to buy some whisky.,0,1283
She's gone and ruined her dress now.,0,1288
I've got to try and find that screw.,0,1289
Aunt Hattie wants you to be nice and kiss your granny.,0,1290
The screw which I've got to try and find holds the door to the frame.,0,1291
Which granny does Aunt Hattie want me to be nice and kiss?,1,1292
The boy works in a skyscraper and the girl in a quonset hut.,0,1293
The luscious chick who Billy went to the movies with will wed me ere the morn.,0,1298
"The Ferrari which Pietro, who Sofia adores, bought from me cost him a bundle.",0,1301
"Sally might be pregnant, and everyone believes Sheila definitely is pregnant.",0,1302
"Sally might be, and everyone believes Sheila definitely is, pregnant.",0,1303
"Tom picked these grapes, and I washed these grapes, and Suzie will prepare these grapes.",0,1304
"Tom picked, and I washed, and Suzie will prepare, these grapes.",0,1305
Students who fail the final exam or who do not do the reading will be executed.,0,1307
Students who fail the final exam will be executed or students who do not do the reading will be executed.,0,1308
John has been captured by the cops and I'm afraid he'll talk.,0,1309
I heated up the coffee and Sally wiped the table off.,0,1310
"Although Bob may not be a nut, many people have claimed it and I think so too.",0,1311
When did you get back and what did you bring me?,1,1313
Make yourself comfortable.,0,1314
Did Merv show up and did you play chess?,1,1315
Who ate what?,1,1321
What exploded when?,1,1322
Who gave what to whom?,1,1323
How long did this fit of generosity last and who gave what to whom?,1,1324
Please make yourself comfortable and I'll wash the dishes.,0,1327
You please make yourself comfortable and I'll wash the dishes.,0,1328
Harry will be in the Marines next year and Herman was drafted last night.,0,1329
Sasha is gobbling down dumplings faster than I can reheat them.,0,1330
I want to peruse that contract before filing it away.,0,1331
Fred tore the curtain in roiling it up.,0,1332
The curtain which Fred tore in rolling up was the kind gift of my maternal Aunt Priscilla.,0,1334
I want to peruse that contract before damaging it while filing it away.,0,1335
Sasha is gobbling down dumplings faster than I can reheat the meatballs.,0,1336
I want to peruse that contract before filing away the deed.,0,1337
